"song","artist","duration_ms","explicit","year","popularity","danceability","genre"
"Hurts So Good","Astrid S",208728,"False",2016,0,0.672,"rock; pop; Dance/Electronic"
"Sucker for Pain (with Wiz Khalifa; Imagine Dragons; Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne",243490,"True",2016,75,0.502,"hip hop; pop"
"Heathens","Twenty One Pilots",195920,"False",2016,80,0.732,"rock"
"Low Life (feat. The Weeknd)","Future",313546,"True",2016,74,0.722,"hip hop; pop"
"No Money","Galantis",189126,"False",2016,67,0.671,"pop; Dance/Electronic"
"Don't Let Me Down","The Chainsmokers",208373,"False",2016,79,0.532,"pop; Dance/Electronic"
"Girls Like (feat. Zara Larsson)","Tinie Tempah",196000,"True",2016,62,0.916,"hip hop; pop; Dance/Electronic"
"Hear Me Now","Alok",192846,"False",2016,51,0.788,"pop; Dance/Electronic"
"All Time Low","Jon Bellion",217603,"True",2016,70,0.617,"hip hop; pop"
"Sex","Cheat Codes",228361,"False",2016,0,0.51,"pop; Dance/Electronic"
"NO","Meghan Trainor",213506,"False",2017,69,0.557,"pop"
"Hotter Than Hell","Dua Lipa",187957,"False",2017,65,0.532,"pop"
"In the Name of Love","Martin Garrix",195706,"False",2016,76,0.501,"pop; Dance/Electronic"
"Faded","Alan Walker",212106,"False",2018,78,0.468,"Dance/Electronic"
"Cool Girl","Tove Lo",197815,"True",2016,0,0.674,"pop; Dance/Electronic"
"Let Me Love You","DJ Snake",205946,"False",2016,81,0.649,"hip hop; pop; Dance/Electronic"
"This Is What You Came For (feat. Rihanna)","Calvin Harris",222160,"False",2016,79,0.631,"hip hop; pop; Dance/Electronic"
"I Took A Pill In Ibiza - Seeb Remix","Mike Posner",197933,"True",2016,77,0.664,"hip hop; pop; Dance/Electronic"
"2 Phones","Kevin Gates",240000,"True",2016,69,0.895,"hip hop; pop"
"Needed Me","Rihanna",191600,"True",2016,80,0.671,"hip hop; pop; R&B"
"Side To Side","Ariana Grande",226160,"True",2016,0,0.648,"pop"
"Alone","Marshmello",273802,"False",2016,71,0.631,"pop; Dance/Electronic"
"I Know What You Did Last Summer","Shawn Mendes",223853,"False",2015,73,0.687,"pop"
"Same Old Love","Selena Gomez",229080,"False",2015,69,0.672,"pop"
"My Way","Calvin Harris",219159,"False",2016,74,0.818,"hip hop; pop; Dance/Electronic"
"HandClap","Fitz and The Tantrums",193253,"False",2016,64,0.636,"pop; rock"
"Ride","Twenty One Pilots",214506,"False",2015,80,0.645,"rock"
"My House","Flo Rida",192190,"False",2015,76,0.688,"hip hop; pop"
"Dangerous Woman","Ariana Grande",235946,"False",2016,0,0.677,"pop"
"Alarm","Anne-Marie",205593,"True",2016,57,0.756,"pop; Dance/Electronic"
"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",217706,"False",2016,79,0.728,"pop"
"I'm In Control","AlunaGeorge",209425,"False",2016,0,0.734,"pop; Dance/Electronic"
"DUELE EL CORAZON (feat. Wisin)","Enrique Iglesias",199693,"False",2016,68,0.716,"pop; latin"
"Never Forget You","MNEK",213427,"False",2015,45,0.583,"Dance/Electronic"
"The Ocean (feat. Shy Martin)","Mike Perry",183414,"False",2016,70,0.632,"pop; Dance/Electronic"
"Hotline Bling","Drake",267066,"False",2016,0,0.903,"hip hop; pop; R&B"
"Into You","Ariana Grande",244453,"False",2016,3,0.623,"pop"
"Treat You Better","Shawn Mendes",187973,"False",2017,82,0.444,"pop"
"Say It","Tory Lanez",237786,"True",2016,73,0.546,"hip hop; pop; R&B"
"Adventure of a Lifetime","Coldplay",263786,"False",2015,76,0.638,"rock; pop"
"This Girl - Kungs Vs. Cookin' On 3 Burners","Kungs",195561,"False",2016,0,0.79,"pop; Dance/Electronic"
"You Don't Own Me (feat. G-Eazy)","SAYGRACE",201493,"False",2016,69,0.332,"pop; R&B"
"Renegades","X Ambassadors",195200,"False",2015,75,0.526,"hip hop; rock; pop"
"Cake By The Ocean","DNCE",219146,"True",2016,79,0.774,"pop"
"The Girl Is Mine","99 Souls",216613,"False",2016,55,0.683,"Dance/Electronic"
"Papercuts (feat. Vera Blue)","Illy",255889,"False",2016,51,0.369,"hip hop; pop; Dance/Electronic"
"Gold","Kiiara",225882,"False",2015,55,0.6,"rock; pop; Dance/Electronic"
"Stole the Show","Kygo",222813,"False",2016,0,0.678,"pop; Dance/Electronic"
"Work from Home (feat. Ty Dolla $ign)","Fifth Harmony",214480,"False",2016,75,0.803,"pop"
"Pop Style","Drake",212946,"True",2016,63,0.713,"hip hop; pop; R&B"
"PILLOWTALK","ZAYN",203686,"True",2016,59,0.588,"pop; Dance/Electronic"
"Here","Alessia Cara",199453,"False",2016,66,0.376,"pop; R&B"
"Middle","DJ Snake",220573,"False",2016,0,0.611,"hip hop; pop; Dance/Electronic"
"Sweet Lovin' - Radio Edit","Sigala",202149,"False",2015,46,0.683,"pop; Dance/Electronic"
"Jumpman","Drake",205879,"True",2015,72,0.852,"hip hop; pop; R&B"
"Dangerously","Charlie Puth",199133,"False",2016,62,0.696,"pop"
"Close","Nick Jonas",234213,"False",2016,69,0.654,"pop"
"Perfect Strangers","Jonas Blue",196613,"False",2016,0,0.742,"pop; Dance/Electronic"
"Cold Water (feat. Justin Bieber & MØ)","Major Lazer",185351,"False",2016,0,0.608,"hip hop; pop; Dance/Electronic"
"Roses","The Chainsmokers",226738,"False",2015,73,0.713,"pop; Dance/Electronic"
"LUV","Tory Lanez",228640,"True",2016,0,0.688,"hip hop; pop; R&B"
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","P!nk",215413,"False",2016,68,0.632,"pop"
"Don't","Bryson Tiller",198293,"True",2015,78,0.765,"hip hop; pop; R&B"
"Just Hold On","Steve Aoki",198774,"False",2016,63,0.647,"hip hop; pop; Dance/Electronic"
"Tears (feat. Louisa Johnson)","Clean Bandit",225914,"False",2016,60,0.605,"pop; Dance/Electronic"
"Fast Car","Jonas Blue",212424,"False",2015,1,0.459,"pop; Dance/Electronic"
"Never Be Like You","Flume",233337,"True",2016,0,0.443,"Dance/Electronic"
"Good Grief","Bastille",206493,"False",2016,65,0.73,"pop; rock"
"The Greatest (feat. Kendrick Lamar)","Sia",210226,"False",2016,68,0.668,"pop"
"Not Nice","PARTYNEXTDOOR",202661,"False",2016,62,0.598,"hip hop; pop; R&B"
"i hate u; i love u (feat. olivia o'brien)","Garrett Nash",251033,"True",2016,77,0.492,"hip hop; pop"
1955,"Hilltop Hoods",239280,"False",2016,63,0.766,"hip hop; pop"
"All In My Head (Flex) (feat. Fetty Wap)","Fifth Harmony",210573,"False",2016,62,0.689,"pop"
"Sit Still; Look Pretty","Daya",202221,"False",2016,1,0.657,"rock; pop; Dance/Electronic"
"Don't Mind","Kent Jones",198236,"True",2016,63,0.464,"hip hop"
"Say It","Flume",262521,"True",2016,53,0.581,"Dance/Electronic"
"Exchange","Bryson Tiller",194613,"True",2015,76,0.525,"hip hop; pop; R&B"
"Final Song","MØ",235826,"False",2016,66,0.695,"pop; Dance/Electronic"
"Sorry","Beyoncé",232560,"True",2016,67,0.775,"pop; R&B"
"Shout Out to My Ex","Little Mix",246240,"False",2017,1,0.773,"pop"
"Ophelia","The Lumineers",160097,"False",2016,0,0.664,"pop; Folk/Acoustic"
"Pink + White","Frank Ocean",184516,"False",2016,79,0.544,"hip hop; pop; R&B"
"Too Good","Drake",263373,"True",2016,74,0.794,"hip hop; pop; R&B"
"Shape of You","Ed Sheeran",233712,"False",2017,84,0.825,"pop"
"No Lie","Sean Paul",221176,"False",2018,84,0.742,"hip hop; pop"
"Despacito (Featuring Daddy Yankee)","Luis Fonsi",228200,"False",2017,0,0.66,"pop; latin"
"Too Good At Goodbyes","Sam Smith",201000,"False",2017,79,0.681,"pop"
"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",251088,"False",2016,75,0.72,"pop; Dance/Electronic"
"Havana (feat. Young Thug)","Camila Cabello",216896,"False",2017,1,0.768,"pop"
"Thunder","Imagine Dragons",187146,"False",2017,1,0.6,"rock"
"Don't Wanna Know (feat. Kendrick Lamar)","Maroon 5",214265,"False",2018,68,0.783,"pop"
"Something Just Like This","The Chainsmokers",247160,"False",2017,83,0.617,"pop; Dance/Electronic"
"Perfect","Ed Sheeran",263400,"False",2017,85,0.599,"pop"
"Little Dark Age","MGMT",299960,"False",2018,81,0.705,"rock"
"goosebumps","Travis Scott",243836,"True",2016,83,0.841,"hip hop; Dance/Electronic"
"Bored","Billie Eilish",180933,"False",2017,84,0.614,"pop; Dance/Electronic"
"Mask Off","Future",204600,"True",2017,79,0.833,"hip hop; pop"
"Him & I","G-Eazy",268866,"True",2017,0,0.589,"hip hop; pop"
"Cold (feat. Future)","Maroon 5",234308,"True",2017,0,0.697,"pop"
"Swang","Rae Sremmurd",208120,"True",2016,75,0.681,"hip hop; pop"
"Save That Shit","Lil Peep",231546,"True",2017,77,0.534,"hip hop"
"Plain Jane","A$AP Ferg",173600,"True",2017,74,0.797,"hip hop; pop"
"Unforgettable","French Montana",233901,"True",2017,82,0.726,"hip hop; pop"
"Bank Account","21 Savage",220306,"True",2017,74,0.884,"hip hop"
"More Than You Know","Axwell /\ Ingrosso",203000,"False",2017,0,0.645,"pop; Dance/Electronic"
"Dusk Till Dawn (feat. Sia) - Radio Edit","ZAYN",239000,"False",2017,77,0.259,"pop; Dance/Electronic"
"Mi Gente","J Balvin",189029,"False",2017,53,0.548,"latin"
"You Don't Know Me - Radio Edit","Jax Jones",213946,"True",2016,1,0.876,"hip hop; pop; Dance/Electronic"
"Black Beatles","Rae Sremmurd",291893,"True",2016,75,0.794,"hip hop; pop"
"Ain't My Fault","Zara Larsson",224030,"False",2017,67,0.576,"pop; Dance/Electronic"
"BUTTERFLY EFFECT","Travis Scott",190677,"False",2017,0,0.763,"hip hop; Dance/Electronic"
"Rolex","Ayo & Teo",238586,"False",2017,69,0.804,"hip hop; pop"
"XO Tour Llif3","Lil Uzi Vert",182706,"True",2017,81,0.732,"hip hop"
"Whatever It Takes","Imagine Dragons",201240,"False",2017,80,0.672,"rock"
"Chill Bill (feat. J. Davi$ & Spooks)","Rob $tone",177184,"True",2016,76,0.886,"hip hop"
"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",216408,"True",2017,75,0.696,"hip hop; pop"
"No Limit","G-Eazy",245386,"True",2017,0,0.838,"hip hop; pop"
"Magnolia","Playboi Carti",181812,"True",2017,77,0.791,"hip hop"
"Hold On","Chord Overstreet",198853,"False",2017,80,0.618,"pop; Folk/Acoustic"
"Breathe","Jax Jones",207629,"False",2017,58,0.722,"hip hop; pop; Dance/Electronic"
"Believer","Imagine Dragons",204346,"False",2017,1,0.779,"rock"
"Criminal","Natti Natasha",232549,"False",2017,74,0.814,"pop; latin"
"HUMBLE.","Kendrick Lamar",177000,"True",2017,0,0.906,"hip hop"
"Fetish (feat. Gucci Mane)","Selena Gomez",186112,"False",2017,69,0.708,"pop"
"Attention","Charlie Puth",211475,"False",2017,0,0.774,"pop"
"Man's Not Hot","Big Shaq",186026,"False",2017,62,0.905,"pop; Dance/Electronic"
"Ciao Adios","Anne-Marie",200104,"False",2017,57,0.698,"pop; Dance/Electronic"
"Human","Rag'n'Bone Man",200186,"False",2017,76,0.602,"R&B"
"do re mi","blackbear",212027,"True",2017,4,0.745,"hip hop; pop; Dance/Electronic"
"Gucci Gang","Lil Pump",124055,"True",2017,64,0.936,"hip hop"
"Look What You Made Me Do","Taylor Swift",211853,"False",2017,76,0.766,"pop"
"SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)","Enrique Iglesias",207680,"False",2017,70,0.688,"pop; latin"
"Tunnel Vision","Kodak Black",268186,"True",2017,51,0.497,"hip hop"
"DNA.","Kendrick Lamar",185946,"True",2017,0,0.636,"hip hop"
"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",209269,"True",2017,0,0.839,"hip hop"
"Jocelyn Flores","XXXTENTACION",119133,"True",2017,83,0.872,"hip hop"
"Bad and Boujee (feat. Lil Uzi Vert)","Migos",343150,"True",2017,72,0.926,"hip hop; pop"
"Rake It Up (feat. Nicki Minaj)","Yo Gotti",276333,"True",2017,67,0.91,"hip hop; pop"
"Scared to Be Lonely","Martin Garrix",220883,"False",2017,77,0.584,"pop; Dance/Electronic"
"Mama","Jonas Blue",181614,"False",2017,51,0.739,"pop; Dance/Electronic"
"Solo Dance","Martin Jensen",174933,"False",2016,0,0.744,"pop; Dance/Electronic"
"...Ready For It?","Taylor Swift",208186,"False",2017,73,0.613,"pop"
"2U (feat. Justin Bieber)","David Guetta",194896,"False",2017,67,0.548,"hip hop; pop; Dance/Electronic"
"Slippery (feat. Gucci Mane)","Migos",304041,"True",2017,68,0.92,"hip hop; pop"
"There's Nothing Holdin' Me Back","Shawn Mendes",199440,"False",2017,0,0.857,"pop"
"Good Life (with G-Eazy & Kehlani)","G-Eazy",225520,"False",2017,63,0.572,"hip hop; pop"
"All Night","The Vamps",197640,"False",2017,73,0.538,"pop"
"New Rules","Dua Lipa",212000,"False",2017,61,0.763,"pop"
"Bodak Yellow","Cardi B",223962,"True",2017,59,0.929,"hip hop; pop"
"Skin","Rag'n'Bone Man",239626,"False",2017,67,0.564,"R&B"
"I Would Like","Zara Larsson",226720,"False",2017,57,0.486,"pop; Dance/Electronic"
"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",204173,"True",2017,72,0.671,"hip hop; pop"
"Congratulations","Post Malone",220293,"True",2016,81,0.63,"hip hop"
"Without You (feat. Sandro Cavazza)","Avicii",181672,"True",2017,77,0.662,"pop; Dance/Electronic"
"Symphony (feat. Zara Larsson)","Clean Bandit",214866,"False",2017,0,0.718,"pop; Dance/Electronic"
"Chained To The Rhythm","Katy Perry",237733,"False",2017,69,0.562,"pop"
"Juju on That Beat (TZ Anthem)","Zay Hilfigerrr",144244,"False",2016,57,0.807,"set()"
"Feels (feat. Pharrell Williams; Katy Perry & Big Sean)","Calvin Harris",223413,"True",2017,79,0.893,"hip hop; pop; Dance/Electronic"
"T-Shirt","Migos",242407,"True",2017,64,0.865,"hip hop; pop"
"Rich Love (with Seeb)","OneRepublic",201256,"False",2017,64,0.401,"pop"
"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",193613,"True",2017,61,0.703,"rock; pop"
"Glorious (feat. Skylar Grey)","Macklemore",220454,"True",2017,74,0.731,"hip hop; pop"
"NUMB","Hayden James",217296,"True",2019,47,0.617,"pop; Dance/Electronic"
"Strip That Down","Liam Payne",204502,"False",2017,1,0.869,"pop"
"Passionfruit","Drake",298940,"True",2017,0,0.809,"hip hop; pop; R&B"
"Friends (with BloodPop®)","Justin Bieber",189466,"False",2017,0,0.744,"pop"
"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","ZAYN",245200,"False",2016,0,0.735,"pop; Dance/Electronic"
"Scars To Your Beautiful","Alessia Cara",230226,"False",2016,76,0.319,"pop; R&B"
"It's A Vibe","2 Chainz",210200,"True",2017,71,0.822,"hip hop; pop"
"Call on Me - Ryan Riback Remix","Starley",222040,"False",2016,48,0.67,"pop; Dance/Electronic"
"Weak","AJR",201160,"False",2017,0,0.673,"rock"
"Lust for Life (with The Weeknd)","Lana Del Rey",264011,"False",2017,0,0.499,"pop"
"Reggaetón Lento (Remix)","CNCO",188786,"False",2017,0,0.623,"pop; latin"
"Middle Of The Night","The Vamps",174600,"False",2017,61,0.588,"pop"
"I Feel It Coming","The Weeknd",269186,"False",2016,78,0.773,"pop; R&B"
"Paris","The Chainsmokers",221506,"False",2017,73,0.653,"pop; Dance/Electronic"
"Bounce Back","Big Sean",222360,"True",2017,71,0.78,"hip hop; pop"
"Mercy","Shawn Mendes",208733,"False",2017,0,0.561,"pop"
"Lonely Together (feat. Rita Ora)","Avicii",181812,"False",2017,53,0.655,"pop; Dance/Electronic"
"No Promises (feat. Demi Lovato)","Cheat Codes",223503,"False",2017,68,0.741,"pop; Dance/Electronic"
"24K Magic","Bruno Mars",225983,"False",2016,78,0.818,"pop"
"Homemade Dynamite - REMIX","Lorde",214254,"True",2017,8,0.781,"pop; Dance/Electronic"
"It Ain't Me (with Selena Gomez)","Kygo",220780,"False",2017,75,0.64,"pop; Dance/Electronic"
"God's Plan","Drake",198973,"True",2018,81,0.754,"hip hop; pop; R&B"
"rockstar (feat. 21 Savage)","Post Malone",218146,"True",2018,83,0.585,"hip hop"
"Ric Flair Drip (with Metro Boomin)","Offset",172800,"True",2017,80,0.88,"hip hop; pop"
"Him & I (with Halsey)","G-Eazy",268866,"True",2017,75,0.589,"hip hop; pop"
"In My Mind","Dynoro",184560,"False",2018,78,0.694,"pop; Dance/Electronic"
"Lucid Dreams","Juice WRLD",239835,"True",2018,84,0.511,"hip hop"
"The Middle","Zedd",184732,"False",2018,80,0.753,"hip hop; pop; Dance/Electronic"
"FRIENDS","Marshmello",202620,"True",2018,78,0.626,"pop; Dance/Electronic"
"I Like It","Cardi B",253390,"True",2018,79,0.816,"hip hop; pop"
"Moonlight","XXXTENTACION",135090,"True",2018,82,0.921,"hip hop"
"no tears left to cry","Ariana Grande",205920,"False",2018,77,0.699,"pop"
"Mo Bamba","Sheck Wes",183906,"True",2018,77,0.729,"hip hop"
"One Kiss (with Dua Lipa)","Calvin Harris",214846,"False",2018,81,0.791,"hip hop; pop; Dance/Electronic"
"Taste (feat. Offset)","Tyga",232959,"True",2018,73,0.884,"hip hop; pop"
"SICKO MODE","Travis Scott",312820,"True",2018,81,0.834,"hip hop; Dance/Electronic"
"Natural","Imagine Dragons",189466,"False",2018,80,0.704,"rock"
"Taki Taki (with Selena Gomez; Ozuna & Cardi B)","DJ Snake",212500,"True",2018,76,0.842,"hip hop; pop; Dance/Electronic"
"Spotlight","Marshmello",177600,"False",2018,71,0.546,"pop; Dance/Electronic"
"Pray For Me (with Kendrick Lamar)","The Weeknd",211440,"True",2018,69,0.735,"pop; R&B"
"lovely (with Khalid)","Billie Eilish",200185,"False",2018,86,0.351,"pop; Dance/Electronic"
"Walk It Talk It","Migos",276147,"True",2018,75,0.907,"hip hop; pop"
"Solo (feat. Demi Lovato)","Clean Bandit",222653,"False",2018,71,0.737,"pop; Dance/Electronic"
"Nonstop","Drake",238614,"True",2018,77,0.912,"hip hop; pop; R&B"
"FEFE","6ix9ine",179404,"True",2018,42,0.931,"hip hop"
"Call Out My Name","The Weeknd",228373,"False",2018,80,0.461,"pop; R&B"
"Te Boté - Remix","Nio Garcia",417920,"True",2018,76,0.903,"latin"
"MotorSport","Migos",303076,"True",2018,72,0.904,"hip hop; pop"
"X","Nicky Jam",172854,"False",2019,74,0.594,"latin"
"SAD!","XXXTENTACION",166605,"True",2018,82,0.74,"hip hop"
"Sin Pijama","Becky G",188560,"False",2018,69,0.791,"pop; latin"
"Home (with Machine Gun Kelly; X Ambassadors & Bebe Rexha)","Machine Gun Kelly",202804,"False",2017,71,0.653,"hip hop; pop"
"GUMMO","6ix9ine",157643,"True",2018,63,0.66,"hip hop"
"Breathe","Jax Jones",207629,"False",2017,58,0.722,"hip hop; pop; Dance/Electronic"
"Sick Boy","The Chainsmokers",193200,"False",2018,69,0.663,"pop; Dance/Electronic"
"King's Dead (with Kendrick Lamar; Future & James Blake)","Jay Rock",229670,"True",2018,71,0.645,"hip hop; pop"
"Plug Walk","Rich The Kid",175229,"True",2018,72,0.876,"hip hop; pop"
"All The Stars (with SZA)","Kendrick Lamar",232186,"True",2018,80,0.698,"hip hop"
"Everyday","Logic",204746,"True",2018,69,0.667,"hip hop; pop"
"Tip Toe (feat. French Montana)","Jason Derulo",187521,"False",2017,64,0.845,"hip hop; pop"
"God is a woman","Ariana Grande",197546,"True",2018,78,0.602,"pop"
"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",332300,"True",2018,66,0.713,"hip hop; pop"
"German","EO",170825,"False",2018,67,0.862,"set()"
"Nevermind","Dennis Lloyd",156600,"False",2017,74,0.6,"pop"
"we fell in love in october","girl in red",184153,"False",2018,82,0.566,"pop; rock; Dance/Electronic"
"Wolves","Selena Gomez",197993,"False",2017,78,0.724,"pop"
"Jackie Chan","Tiësto",215759,"True",2018,72,0.747,"pop; Dance/Electronic"
"Leave a Light On","Tom Walker",185863,"False",2017,70,0.586,"rock; pop"
"1; 2; 3 (feat. Jason Derulo & De La Ghetto)","Sofía Reyes",201526,"False",2018,65,0.792,"pop; latin"
"Silence","Marshmello",180822,"False",2017,80,0.52,"pop; Dance/Electronic"
"Youngblood","5 Seconds of Summer",203417,"False",2018,69,0.596,"pop"
"Body (feat. brando)","Loud Luxury",163216,"False",2017,0,0.752,"pop; Dance/Electronic"
"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",245453,"False",2018,62,0.541,"pop"
"Let You Down","NF",212120,"False",2017,79,0.662,"hip hop; pop"
"changes","XXXTENTACION",121886,"False",2018,79,0.669,"hip hop"
"Corazón (feat. Nego do Borel)","Maluma",184720,"False",2018,69,0.722,"latin"
"Bodak Yellow","Cardi B",223712,"True",2018,72,0.926,"hip hop; pop"
"Yes Indeed","Lil Baby",142273,"True",2018,79,0.963,"hip hop"
"Rise","Jonas Blue",194407,"False",2018,70,0.687,"pop; Dance/Electronic"
"Flames","David Guetta",194680,"False",2018,59,0.631,"hip hop; pop; Dance/Electronic"
"Vaina Loca","Ozuna",176133,"False",2018,72,0.754,"latin"
"How Long","Charlie Puth",200853,"False",2018,72,0.845,"pop"
"Better Now","Post Malone",231266,"True",2018,80,0.68,"hip hop"
"Look Alive (feat. Drake)","BlocBoy JB",181263,"True",2018,73,0.922,"hip hop; pop"
"River (feat. Ed Sheeran)","Eminem",221013,"True",2017,72,0.748,"hip hop"
"Happier","Marshmello",214289,"False",2018,82,0.687,"pop; Dance/Electronic"
"Be Alright","Dean Lewis",196373,"True",2018,79,0.553,"pop"
"Done for Me (feat. Kehlani)","Charlie Puth",180493,"False",2018,67,0.856,"pop"
"Stir Fry","Migos",190288,"True",2018,72,0.817,"hip hop; pop"
"BIG BANK (feat. 2 Chainz; Big Sean; Nicki Minaj)","YG",237240,"True",2018,68,0.745,"hip hop; pop"
"In My Feelings","Drake",217925,"True",2018,75,0.835,"hip hop; pop; R&B"
"Jumanji","B Young",173153,"False",2018,60,0.791,"hip hop; Dance/Electronic"
"The Way I Am","Charlie Puth",186080,"False",2018,64,0.755,"pop"
"Me Niego (feat. Ozuna & Wisin)","Reik",221653,"False",2018,1,0.777,"pop; latin"
"Eastside (with Halsey & Khalid)","benny blanco",173799,"False",2018,75,0.56,"hip hop; pop"
"Échame La Culpa","Luis Fonsi",173720,"False",2017,62,0.733,"pop; latin"
17,"MK",196489,"False",2017,65,0.703,"pop; Dance/Electronic"
"Anywhere","Rita Ora",215064,"False",2017,63,0.628,"hip hop; pop; Dance/Electronic"
"Answerphone (feat. Yxng Bane)","Banx & Ranx",190920,"False",2018,56,0.671,"Dance/Electronic"
"Trip","Ella Mai",213993,"False",2018,72,0.477,"hip hop; pop; R&B"
"Dura","Daddy Yankee",200480,"False",2018,71,0.783,"latin"
"No Brainer","DJ Khaled",260000,"True",2018,67,0.552,"hip hop; pop"
2002,"Anne-Marie",186986,"False",2018,80,0.697,"pop; Dance/Electronic"
"Finesse - Remix; feat. Cardi B","Bruno Mars",217288,"False",2017,74,0.704,"pop"
"Let's Fall in Love for the Night","FINNEAS",190348,"True",2018,71,0.737,"rock; pop; Dance/Electronic"
"The Greatest Show","Hugh Jackman",302146,"False",2017,72,0.417,"easy listening"
"Bad At Love","Halsey",181279,"False",2017,72,0.675,"pop; Dance/Electronic"
"I'm Upset","Drake",214466,"True",2018,68,0.899,"hip hop; pop; R&B"
"Never Be the Same","Camila Cabello",226973,"False",2018,74,0.637,"pop"
"Bad Vibe","M.O",214253,"False",2018,54,0.813,"pop; Dance/Electronic"
"IDGAF","Dua Lipa",217946,"True",2017,78,0.836,"pop"
"Miss You (with Major Lazer & Tory Lanez)","Cashmere Cat",186231,"False",2018,56,0.747,"pop; rock"
"Mine","Bazzi",131064,"True",2018,75,0.71,"pop; Dance/Electronic"
"Freaky Friday (feat. Chris Brown)","Lil Dicky",216631,"True",2018,70,0.755,"hip hop; pop"
"I Like Me Better","Lauv",197436,"False",2018,81,0.752,"pop; Dance/Electronic"
"This Feeling","The Chainsmokers",197946,"False",2018,73,0.575,"pop; Dance/Electronic"
"Girls Like You (feat. Cardi B) - Cardi B Version","Maroon 5",235545,"True",2018,73,0.851,"pop"
"Love Lies (with Normani)","Khalid",201707,"False",2018,73,0.708,"pop; R&B"
"Nice For What","Drake",210746,"True",2018,77,0.585,"hip hop; pop; R&B"
"LOVE. FEAT. ZACARI.","Kendrick Lamar",213400,"True",2017,80,0.8,"hip hop"
"Psycho (feat. Ty Dolla $ign)","Post Malone",221440,"True",2018,77,0.75,"hip hop"
"Old Town Road - Remix","Lil Nas X",157066,"False",2019,79,0.878,"hip hop; pop"
"bad guy","Billie Eilish",194087,"False",2019,83,0.701,"pop; Dance/Electronic"
"Señorita","Shawn Mendes",190799,"False",2019,78,0.759,"pop"
"7 rings","Ariana Grande",178626,"True",2019,83,0.778,"pop"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",157560,"False",2019,79,0.755,"hip hop"
"Lost in the Fire (feat. The Weeknd)","Gesaffelstein",202093,"True",2019,84,0.658,"Dance/Electronic"
"Without Me","Halsey",201660,"True",2018,77,0.752,"pop; Dance/Electronic"
"Ride It","Regard",157605,"False",2019,81,0.88,"pop; Dance/Electronic"
"Shallow","Lady Gaga",215733,"False",2018,82,0.572,"pop"
"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",217466,"False",2018,79,0.601,"pop"
"Someone You Loved","Lewis Capaldi",182160,"False",2019,84,0.501,"pop"
"All Day And Night","Jax Jones",169303,"False",2019,60,0.585,"hip hop; pop; Dance/Electronic"
"Pure Water (with Migos)","Mustard",192470,"True",2019,75,0.682,"hip hop; pop"
"Shotta Flow (feat. Blueface) [Remix]","NLE Choppa",176631,"True",2019,0,0.894,"hip hop"
"ZEZE (feat. Travis Scott & Offset)","Kodak Black",228759,"True",2018,77,0.861,"hip hop"
"Con Calma","Daddy Yankee",193226,"False",2019,79,0.737,"latin"
"Let Me Down Slowly","Alec Benjamin",169353,"False",2018,82,0.652,"rock; pop; Dance/Electronic"
"Kill This Love","BLACKPINK",189052,"False",2019,1,0.738,"pop"
"Clout (feat. Cardi B)","Offset",205803,"True",2019,68,0.919,"hip hop; pop"
"Piece Of Your Heart","MEDUZA",152913,"False",2019,75,0.677,"pop; Dance/Electronic"
"Antisocial (with Travis Scott)","Ed Sheeran",161746,"False",2019,63,0.716,"pop"
"SICKO MODE","Travis Scott",312820,"True",2018,81,0.834,"hip hop; Dance/Electronic"
"Mad Love","Mabel",169813,"False",2019,0,0.631,"pop; Dance/Electronic"
"Doin' Time","Lana Del Rey",202192,"True",2019,80,0.641,"pop"
"Taki Taki (feat. Selena Gomez; Ozuna & Cardi B)","DJ Snake",212500,"True",2019,70,0.842,"hip hop; pop; Dance/Electronic"
"Look Back at It","A Boogie Wit da Hoodie",179449,"True",2018,73,0.791,"hip hop"
"My Type","Saweetie",126446,"True",2019,71,0.899,"hip hop; pop; R&B"
"Ransom","Lil Tecca",131240,"True",2019,78,0.745,"hip hop"
"Keisha & Becky - Remix","Russ Millions",252906,"True",2019,69,0.863,"pop"
"lovely (with Khalid)","Billie Eilish",200185,"False",2018,86,0.351,"pop; Dance/Electronic"
"Don't Call Me Up","Mabel",178480,"False",2019,77,0.674,"pop; Dance/Electronic"
"Old Town Road","Lil Nas X",113000,"False",2019,76,0.907,"hip hop; pop"
